"5 out of 5. As soon as I put this on, I am in a better mood. I Love the feel of it, I Love the smell, it's not overly scented, I Love the color. I will be buying this to add to christmas gifts this year. Definately worth it for a lip balm that can make you feel pampered.",0
"A bit spendy, but so is most of Fresh's line. And like most of the products from Fresh, it is high luxury and high quality. The packaging is always gorgeous. The bar itself if quite large and will last a long time. It is a very moisturizing formula that leaves the skin super soft. My only complaint is that the beautiful Sugar scent is a bit too faint.",1
"About 3 mos ago, I was looking for an emollient eye cream that wouldn't cause irritation to my eyes. Many of the new creams contain ingredients that cause red, itchy patches around my eyes. I picked up a few samples in the store, and the Shiseido Benefiance eye cream was the bomb! The skin around my eyes became noticably softer and more hydrated. I went back to the store for something else, and one of the sample choices was the face cream in the same line. I took that home, and discovered that it had the same effect on my face and neck. When I get up in the morning, my skin feels soft and smooth but not greasy or sticky. My makeup lasts better during the day - again, it looks hydrated and smooth, but the makeup doesn't slide off my face. I am a very satisfied customer and will continue to use this product. I will probably even expand my use of this line to other products.",4
Absolutely amazing is what this cream is. I adore the blush it leaves with me and my skin texture is smoother. The sunblock added is an extra bonus allowing me to skip a step by while providing protection with the moisturizer. ,4
Absolutely love it --i've been using this product for about 4 years. Sometimes it can feel a little greasy but that quickly goes away. It makes your skin feel silky and really makes your concealer go on smoothly.,1
"Absolutely love this product. I have very dry skin (esp hands which are so dry from hand washing that they crack) and chicken skin. I used it in conjunction with the Sephora gloves overnight, and within 2 uses my hands were the softest they have ever been since I was a kid. I have noticed the chicken skin effect on my upper arms has started to lighten (after about 2 weeks of nightly use), and hope that this trend continues. However, even if it doesn't, my hands alone make this product worth it's very expensive price.",0
"Absolutely love this product! Keeps your skin smooth, shine free, & minimizes pores all day. I have very fair skin, & was a little skeptical of the color of product, but I think it work with all complections",2
"Absolutely plumps your lips. Only a slight sting to it. I also use the LipFusion Lip Plump, but I have not noticed a dramatic plumping difference between the two products. It feels the same. I will say, I have found with continuous use, it does cause my lips to dry out, and get a little chapped. ",2
"Absolutely, positively LOVE this stuff. I got ""Dolly"" as a free Beauty Insider gift with one of my purchases and just can't seem to get enough of it. It pretty much goes with any lipstick and looks great alone too. It stays on and stays strong. And the peppermint tingle is pleasant, but not too distracting. Love, love, love it! I can't wait to get some of the other colors!",1
"ABSOLUTELY THE BEST THING ON EARTH. The first time I smelled it I went nuts trying to find out what it was. I was the new girl in the office and I would smell this amazingly sweet, light and airy fragrance from the corner office. I really drove me nuts for the first two months. Then, I moved into the corner office, and found the forgoten bottle in the desk....and I've been an addict ever since. It's a great pick up line too......",1
"Actually, a great color palette for the price. All the colors look great on my skin tone and they're all the perfect shade of that color. I didn't care much for the brushes so good thing I have my own, especially the lip gloss brush. And my lip glosses were just fine. Good buy! ",0
"Adequate as overnight treatment, but way too heavy and rich for daywear. It leaves a greasy feeling even when applied in tiny amounts and it is difficult to apply makeup over this. The original Hope in a Jar is a much better product in my view and I will be sticking with a tried and true product. ",4
"A few shades darker than Nars' O-word (they won't let me type it!) , this shade is perfect for my olive skin tone. It blends in rich and creamy, which is great because it helped me get over my fear of using blush. It's also not too glittery, so I don't feel like I'm looking anything other than natural and vibrant.",1
A firend who has done some local modeling recommended this to me a few years ago and I fell in love with it. It does everything that it says it does! I have kept buying this product every since and will continue.,4
"A friend gave this to me because she said it didn't work for her. I tried it and instantly fell in love! I use it over top of my moisturizer and I truly noticed a difference in the appearance of my pores. It truly matti-fys your skin and prepares your skin for foundation (of any sort - I've used my mineral foundation, as well as my liquid to powder foundation and it works well with both) I've raved about it so much that the friend who gave it to me has been convinced to give it another try. I know I'm not the only one who's become a Pores No More convert - if you're looking for a great pore minimizer / foundation primer, this is the one you're after!",2
"A friend had been telling me to try Ojon, so I started with a kit. Pretty amazing stuff. I've had coworkers ask me what I'm doing differently to my hair to keep it shiny and less suseptible to the weather. The small bottles actually lasted a long time because you don't have to use much. ",4
"A friend introduced me to this product and it makes my make-up set so much better. However, because of the pump mechanism, there is a ton of wasted primer leftover in the bottle that you cannot reach with the pump. I took the bottle apart and pump off and it doesn't really pour out. I will not buy another pump bottle. My recommendation is to purchase the travel size which comes in a tube until the design flaw is remedied.",1
"a friend of mine recommended i try this sent, and i did, and i must say, i love it! its really sweet, but not overpowering. it has a vanilla/cotton candy smell to it. i love the smell, and it lasts all day! deffinantly for the younger croud, i recommend it for ages 16-30.",0
"A friend recommended this to me & let me try hers. My skin felt so nice after using it and I didn't feel like I had a ton of stuff all over my face. The All Over Face Color is a bit dark and takes some practice to make it look natural, but the practice is worth it! ",2
"After achieving just the right look, I try to complete the look with the perfect finishing touch. Laura Mercier Loose Setting Powder goes on silky smooth with just the right coverage to give the overall image seen on models perfect complexions. There is enough sheen to give mature skin the radiance often lost with age an gives me a natural finish.",2
After all the hype must say I was disappointed... but I know everyones skin is different. Yes it is lightweight and it did hydrate mildly but saw no difference in fine lines after two months use. Still searching for hydrating and line filler/smoother. ,3
"After all the ranting and raving about Nars Orgasm, I went out and bought a compact. I have to say that while the formula is moisturizing for a powder, and long lasting, there is nothing about the actual color that really sets it apart. The color looks exactly like Cargo's Tonga on my skin. And the shimmer in it was unexpected, so I tend to use it higher on my cheekbones to highlight my other blush.",1
"After a long search for the perfect foundation primer, I stumbled onto the Photo Finish Light Foundation Primer. It's lightweight, goes on smoothly, and keeps my t-zone oil from rearing its ugly head!! I never let myself run out of this product.",2
"After applying this I tend to get acne/pumps on the forhead at the end of the day. It is a little bit greasy and heavy, prefer moisturizing gel from Clingue. However, it will be perfect for people who has dry skin. ",0
"after a visit to a nearby Sephora, a spoke to the sales girl and told her of my search for the perfect dark red...I came home with a very bright Marilyn Monroe red...not what I was looking for. I took a gamble on this lipstick online and am I glad I did. Not only is the color exactly what I wanted, but it is long lasting and not at all drying. ",3
"after being repeatedly disappointed by other foundation primers, i finally gave photo finish a try, and now i cant live without it! its the only one i've ever used that doesn't leave my skin feeling slightly oily, and its made my makeup look so much smoother and go on so much easier! i love, love, love this product!",1
"After, close to 3 months the difference is clear. My skin is much MUCH smoother, tight and firm. I get a better shave now too. I love, love, LOVE the scent. It is very smoothing and is apart of my nighttime routine. ",1
"After complimenting friends on how great their blush looks, I found out that it was Nars and I had to get it for myself. Now I am getting the compliments! I have fair skin and a little goes a long way. You can add more for evening for a more dynamic effect. Last all day or night.",1
"After finding this, I will no longer waste anymore time or money on liquid self tanners. I've tried them all (Estee Lauder, Origins, BE, all the drug store brands). This product goes on beautifully and I get so many compliments on my tan. It has a lovely sparkle to it and the colors look like a real beach tan. No icky smell, no worries about making sure the application goes on without streaks or missed spots, no high maintenance issues that you have with liquids washing off. This is a perfect product! ",3
"After hearing rave reviews from others with so-called sensitive, acne-prone skin, I decided to try this serum. Initially it was fine but within a week it was as if I had reddish-brown chemical burns on my face! It took months to correct. I will never touch this stuff again! I guess my skin is EXTREMELY sensitive because I know other people swear by it. ",2
"After I bought this product I found myself thinking... do I really ""need"" something like this? But let me tell you it was a life saver this summer!!! First of all it can be used on face AND body wich makes it nice to pack for cottaging, camping ect... Secondly it's all natural so it makes me feel like I'm doing something good for my skin, and last but not least it's super hydrating yet feels light on the skin, has a cooling calming feel and aroma AND I truly believe that applying it right after sun exposure has saved me from some possibly brutal burns.",0
"After I turned 37, I began to get acne. At first it would appear around the onset of my mothly cycle. After awhile, I was plagued with it. I tried many, many different brands and I stumbled across MD Skin Care. I thought the All-Over Blemish Solution was pricey, but I did not have acne even when I went through puberty so I was desperate to try anything. After using the system within a couple of days I could see a difference in my skin. No more bumps not even during that time of the month and the All-Over Blemish Solution lasts for some time. Now I won't go without this line of products! ",2
"After losing my lashes due to an autoimmune disorder, I thought NOTHING would work. THIS DOES! I use it 1-2 xs day and NOW actually have lashes! I use on my brows too with good results as well. I thought nothing would work and it was all hype, IT'S NOT! I gave it four because It does kind of run into my eyes when applying, but it might just be me using too much. ",4
"after previously giving a bad review of this product as one that did not work, I woke up a few days ago with EYEBROWS! Gee, I have never been so glad to have been wrong about a product. The outer portions of my eyebrows have been gone for some time and now they are BACK.! ",4
"After reading about Fiberwig in a beauty mag, I immediately ordered some from Sephora. I used it every day, and didn't find it any better than any other mascara in terms of longer, fuller lashes. And I did get some clumps. I'm still looking for the perfect mascara for me. ",4
"after reading all the fantastic reviews on this product, I decided to give it a try. After only 5 uses i saw and incredible difference in the appearance of my pores. Now don't expect pores to totally abandon your face in 3 days because this product needs about 1 week to really start working-So worth the price!!",0
"After reading ALL the great reviews on this,I decided to give it a try.It is a very nice mascara..long wearing,and comes off with soap and water.Nice brush too.A little expensive,but I cant find any product that does a better job at defining my lashes. ",2
"After reading all the great reviews on this lip gloss I decided to buy it. I chose Trixie and I absolutely love it. There is not a lot of color to it, although it looks like there should be from the bottle, but it is not sticky at all and the plumping sensation is NOT stinging- more like a cool, peppermint sensation. I have full lips already so I could not tell if this really ""plumps"" but I do like the scent, the feel, and the color. The only thing better would be with an SPF!",2
"After receiving (and trying) the shower gel & body lotion samples, I fell in love with this scent. I bought this in the Sephora store immediately! I get SO MANY compliments when I wear it. Some scents I only wear in one particular season but this one I will wear all year round!! ",3
"After searching for some time, I stumbled on this product along with the other Poreless products, that was in late July. I have loved several of Dr. Brandt's products in this line, and this moisturizer is one of them. For combo, sensitive and aging skin this have been perfect. I use it in the morning after using the poreless cleanser. Afterwards I always put on the pores no more cream. The moisterizer and the pores no more are my favorites... half the time I don't bother with base after that. As the season changes, we are getting much drier weather in CA. I still am happy with it but have found I need something more moisturizing on really bad Santa Ana wind days. ",3
"After some practice, this is a great product. The epilator is my FAVORITE (I use it on my underarms and haven't shaved in months)! A little painful, but worth it and easy to get used to. The shaver is pretty basic; the plastic guards that fit over the shaver are not really what I want to use, but I can see them being helpful to someone else. Overall, worth the money, especially if you hate shaving (like me). ",0
"After struggling to find the best shade of blush for me, I found it in Orgasm. The soft pink/peach shade with a hint of shimmer works beautifully with my pale/fair skin. The Sephora Blush Brush makes application so easy.\nThis will definitely be a staple in my make up bag.",2
"After the award winning entrance that this blush makes in ""orgasm"" I was ready to return it before it got here! Not a disappoiment at all! Beautiful, natural, longlasting color that goes well with my Bare Minerals Medium Tan Foundation. Absolutely love it and also bought lip gloss!",3
"After the hype, I expected great things form this mascara. It lengthens nicely, but already the second coat tends to clump and the clumps are almost impossible to get rid of with mascara remover, I literally had to pull them out. Won't buy again.",4
"After trying my first one, I immediately ordered a second one. I had my daughter try mine and she ordered one immediately too. Very pretty on as well as soothing. It will replace lip balm for me this winter. More fun to wear. I expect to end up with one in each color by adding one or more to each Sephora order I place. They have a great taste. I just feel prettier wearing it. My lips are smoother and fuller, never looked better. ",4
After trying this the first night - I was surprised. I had a little bump beginning - just could feel it under the skin. I applied the product as directed and the next morning - that bump was gone. I am 60 years old and never had acne - I was surprised at how fast this worked IF it was indeed the product. ,4
"After using Philosophy's Purity Made Simple for a year, I finally decided to try something new. My skin is really sensitive, so a Sephora associate recommended Caudalie's Instant Foaming Cleanser. WOW! I love the foamy texture, and the pretty light scent. It rinses off clean without drying my face out. The added plus? I stopped breaking out so much! I used to have a zit or two pop up every few days, but now I don't! I will be using this product for as long as they'll make it.",1
"After wanting to try any Philosophy produc for years, I finally decided to treat myself, and being almost 50,I figured this Firming Cream would be the product to buy!!! I am so happy with this,the smell is so clean and fresh and last all day long, and my skin feels fantastic...I definately will continue with this product!",3
"After years of being a faithful and enthusiastic CHI user, I hesitated to purchase the ghd styling iron. Much to my amazement, it does a much better job of straitening my hair than my old fave, the CHI! The ghd is easy to heats quickly, is easy to use and really tames my frizzy head. ",3
"After years of struggling with skin problems I discovered these mini peel pads and life has not been the same since. I rarely, if ever, get blemishes anymore (unless I run out and then those pesky bumps start returning in a day or so) and my skin is positively glowing all the time. The texture of my skin is smoother and softer than ever and I find these pads useful for the occasional blemishes that may happen on other body parts as well. Worth every penny you spend for them and the results are amazing. ",2
"again, Juice has packed their eye cream with wonderful, natural ingredients. while this cream was not excessively firming, which I why I left off a star, it IS very moisturizing and smoothing. it feels pleasant on the skin, and never irritated my sensitive eye area. it absorbs completely so it does not affect eye makeup. although light in nature, it is very concentrated and, though this isn't really important, smells heavenly. a great all-around performing cream. would purchase this cream again. ",2
"A gal in Sephora recommended this to me to help with my pores and dull skin. I used it once a week or every other week and it does what it says it does! My skin is very sensitive so I can't use anything harsher, but I don't need to! ",2
"A girl is surely to find the right shade of blush with the fabulous selection available. I love that the blush is so sheer that if you make a bit of a mess - no big deal. However, I find that Ihave to re-apply it in the afternoon.",2
